segment,cell,copiesX,copiesY
4,245,1,1
5,245,1,1
6,245,1,1
7,245,1,3
8,245,1,1
9,245,1,1
10,245,1,1
11,245,1,3
12,245,1,1
13,245,0,1
14,245,1,1
15,245,2,2
16,245,1,2
17,245,1,1
18,245,1,1
19,245,1,1
20,245,1,1
21,245,1,1
22,245,1,1
23,245,1,2
24,245,1,1
0,246,1,0
1,246,1,1
2,246,1,1
3,246,1,1
4,246,1,1
5,246,1,1
6,246,1,1
7,246,1,3
8,246,1,1
9,246,1,1
10,246,1,1
11,246,1,3
12,246,1,1
13,246,0,1
14,246,1,1
15,246,2,2
16,246,1,2
17,246,1,1
18,246,1,1
19,246,1,1
20,246,1,1
21,246,1,1
22,246,1,1
23,246,1,2
24,246,1,1
0,247,1,0
1,247,1,1
2,247,1,1
3,247,1,1
4,247,1,1
5,247,1,1
6,247,1,1
7,247,1,3
8,247,1,1
9,247,1,1
10,247,1,1
11,247,1,3
12,247,1,1
13,247,0,1
14,247,1,1
15,247,2,2
16,247,1,2
17,247,1,1
18,247,1,1
19,247,1,1
20,247,1,1
21,247,1,1
22,247,1,1
23,247,1,2
24,247,1,1
0,248,3,2
1,248,1,1
2,248,1,1
3,248,1,1
4,248,1,1
5,248,1,1
6,248,1,1
7,248,3,3
8,248,1,1
9,248,1,1
10,248,1,1
11,248,1,1
12,248,1,2
13,248,0,2
14,248,1,1
15,248,2,2
16,248,1,2
17,248,1,1
18,248,1,1
19,248,1,1
20,248,1,1
21,248,1,1
22,248,1,1
23,248,3,3
24,248,1,1
0,249,3,2
1,249,1,1
2,249,1,1
3,249,1,1
4,249,1,1
5,249,1,1
6,249,1,1
7,249,1,1
8,249,1,1
9,249,1,1
10,249,1,1
11,249,1,1
12,249,1,1
13,249,1,1
14,249,3,0
15,249,2,1
16,249,1,1
17,249,1,1
18,249,2,3
19,249,1,1
20,249,1,1
21,249,1,1
22,249,1,1
23,249,1,1
24,249,1,1
0,250,1,0
1,250,1,1
2,250,1,1
3,250,1,1
4,250,1,1
5,250,1,1
6,250,1,1
7,250,1,3
8,250,1,1
9,250,1,1
10,250,1,1
11,250,1,3
12,250,1,1
13,250,0,1
14,250,1,1
15,250,2,2
16,250,1,2
17,250,1,1
18,250,1,1
19,250,1,1
20,250,1,1
21,250,1,1
22,250,1,1
23,250,1,2
24,250,1,1
0,251,3,2
1,251,1,1
2,251,1,1
3,251,1,1
4,251,1,1
5,251,1,1
6,251,1,1
7,251,1,1
8,251,1,1
9,251,1,1
10,251,1,1
11,251,1,1
12,251,1,1
13,251,1,1
14,251,3,0
15,251,2,1
16,251,1,1
17,251,1,1
18,251,2,3
19,251,1,1
20,251,1,1
21,251,1,1
22,251,1,1
23,251,1,1
24,251,1,1
0,252,3,2
1,252,2,0
2,252,1,1
3,252,1,1
4,252,1,1
5,252,1,1
6,252,1,1
7,252,3,2
8,252,1,1
9,252,1,1
10,252,1,1
11,252,3,2
12,252,1,1
13,252,0,1
14,252,3,2
15,252,2,2
16,252,1,2
17,252,1,1
18,252,1,1
19,252,1,1
20,252,1,1
21,252,1,1
22,252,1,1
23,252,1,2
24,252,1,1
0,253,1,0
1,253,1,1
2,253,1,1
3,253,1,1
4,253,1,1
5,253,1,1
6,253,1,1
7,253,1,3
8,253,1,1
9,253,1,1
10,253,1,1
11,253,1,3
12,253,1,1
13,253,0,1
14,253,1,1
15,253,2,2
16,253,1,2
17,253,1,1
18,253,1,1
19,253,1,1
20,253,1,1
21,253,1,1
22,253,1,1
23,253,1,2
24,253,1,1
0,254,3,2
1,254,1,1
2,254,1,1
3,254,1,1
4,254,1,1
5,254,1,1
6,254,1,1
7,254,1,1
8,254,1,1
9,254,1,1
10,254,1,1
11,254,1,1
12,254,1,1
13,254,1,1
14,254,1,1
15,254,2,1
16,254,1,1
17,254,2,2
18,254,2,2
19,254,1,1
20,254,1,1
21,254,1,1
22,254,1,1
23,254,1,1
24,254,1,1
0,255,3,2
1,255,1,1
2,255,1,1
3,255,1,1
4,255,1,1
5,255,1,1
6,255,1,1
7,255,1,1
8,255,1,1
9,255,1,1
10,255,1,1
11,255,1,1
12,255,1,1
13,255,1,1
14,255,1,1
15,255,1,1
16,255,1,1
17,255,1,1
18,255,1,1
19,255,1,1
20,255,1,1
21,255,1,1
22,255,1,1
23,255,1,1
24,255,1,1
0,256,2,0
1,256,1,1
2,256,1,1
3,256,2,3
4,256,1,1
5,256,1,1
6,256,1,1
7,256,1,3
8,256,1,1
9,256,1,1
10,256,1,1
11,256,1,3
12,256,1,1
13,256,0,1
14,256,1,1
15,256,2,2
16,256,1,2
17,256,1,1
18,256,1,1
19,256,1,1
20,256,1,1
21,256,1,1
22,256,1,1
23,256,1,2
24,256,1,1
0,257,3,2
1,257,2,0
2,257,1,1
3,257,1,1
4,257,1,1
5,257,1,1
6,257,1,1
7,257,3,2
8,257,1,1
9,257,1,1
10,257,1,1
11,257,3,2
12,257,1,1
13,257,0,1
14,257,3,2
15,257,2,2
16,257,1,2
17,257,1,1
18,257,1,1
19,257,1,1
20,257,1,1
21,257,1,1
22,257,1,1
23,257,1,2
24,257,1,1
0,258,2,0
1,258,1,1
2,258,1,1
3,258,2,3
4,258,1,1
5,258,1,1
6,258,1,1
7,258,1,3
8,258,1,1
9,258,1,1
10,258,1,1
11,258,1,3
12,258,1,1
13,258,0,1
14,258,1,1
15,258,2,2
16,258,1,2
17,258,1,1
18,258,1,1
19,258,1,1
20,258,1,1
21,258,1,1
22,258,1,1
23,258,1,2
24,258,1,1
0,259,3,2
1,259,1,1
2,259,1,1
3,259,1,1
4,259,1,1
5,259,1,1
6,259,1,1
7,259,1,1
8,259,1,1
9,259,1,1
10,259,1,1
11,259,1,1
12,259,1,1
13,259,1,1
14,259,1,1
15,259,1,1
16,259,1,1
17,259,1,1
18,259,1,1
19,259,1,1
20,259,1,1
21,259,1,1
22,259,1,1
23,259,1,1
24,259,1,1
0,260,3,2
1,260,2,0
2,260,1,1
3,260,1,1
4,260,1,1
5,260,1,1
6,260,1,1
7,260,3,2
8,260,1,1
9,260,1,1
10,260,1,1
11,260,3,2
12,260,1,1
13,260,0,1
14,260,3,2
15,260,2,2
16,260,1,2
17,260,1,1
18,260,1,1
19,260,1,1
20,260,1,1
21,260,1,1
22,260,1,1
23,260,1,2
24,260,1,1
0,261,3,2
1,261,1,1
2,261,1,1
3,261,1,1
4,261,1,1
5,261,1,1
6,261,1,1
7,261,1,1
8,261,1,1
9,261,1,1
10,261,1,1
11,261,1,1
12,261,1,1
13,261,1,1
14,261,3,0
15,261,2,1
16,261,1,1
17,261,1,1
18,261,2,3
19,261,1,1
20,261,1,1
21,261,1,1
22,261,1,1
23,261,1,1
24,261,1,1
0,262,3,2
1,262,1,1
2,262,1,1
3,262,1,1
4,262,1,1
5,262,1,1
6,262,1,1
7,262,1,1
8,262,1,1
9,262,1,1
10,262,1,1
11,262,1,1
12,262,1,1
13,262,1,1
14,262,1,1
15,262,1,1
16,262,1,1
17,262,1,1
18,262,1,1
19,262,1,1
20,262,1,1
21,262,1,1
22,262,1,1
23,262,1,1
24,262,1,1
0,263,3,2
1,263,1,1
2,263,1,1
3,263,1,1
4,263,1,1
5,263,1,1
6,263,1,1
7,263,1,1
8,263,1,1
9,263,1,1
10,263,1,1
11,263,1,1
12,263,1,1
13,263,1,1
14,263,1,1
15,263,1,1
16,263,1,1
17,263,1,1
18,263,1,1
19,263,1,1
20,263,1,1
21,263,1,1
22,263,1,1
23,263,1,1
24,263,1,1
0,264,3,2
1,264,1,1
2,264,1,1
3,264,1,1
4,264,1,1
5,264,1,1
6,264,1,1
7,264,1,1
8,264,1,1
9,264,1,1
10,264,1,1
11,264,1,1
12,264,1,1
13,264,1,1
14,264,3,0
15,264,2,1
16,264,1,1
17,264,1,1
18,264,2,3
19,264,1,1
20,264,1,1
21,264,1,1
22,264,1,1
23,264,1,1
24,264,1,1
0,265,3,2
1,265,1,1
2,265,1,1
3,265,1,1
4,265,1,1
5,265,1,1
6,265,1,1
7,265,1,1
8,265,1,1
9,265,1,1
10,265,1,1
11,265,1,1
12,265,1,1
13,265,1,1
14,265,1,1
15,265,2,1
16,265,1,1
17,265,2,2
18,265,2,2
19,265,1,1
20,265,1,1
21,265,1,1
22,265,1,1
23,265,1,1
24,265,1,1
0,266,2,0
1,266,1,1
2,266,1,1
3,266,2,3
4,266,1,1
5,266,1,1
6,266,1,1
7,266,1,3
8,266,1,1
9,266,1,1
10,266,1,1
11,266,1,3
12,266,1,1
13,266,0,1
14,266,1,1
15,266,2,2
16,266,1,2
17,266,1,1
18,266,1,1
19,266,1,1
20,266,1,1
21,266,1,1
22,266,1,1
23,266,1,2
24,266,1,1
0,267,3,2
1,267,2,3
2,267,2,1
3,267,1,1
4,267,1,1
5,267,1,1
6,267,1,1
7,267,3,2
8,267,3,3
9,267,1,1
10,267,1,1
11,267,3,2
12,267,1,1
13,267,0,1
14,267,3,2
15,267,2,2
16,267,1,2
17,267,1,1
18,267,1,1
19,267,1,1
20,267,1,1
21,267,1,1
22,267,1,1
23,267,1,2
24,267,1,1
0,268,3,2
1,268,2,3
2,268,2,1
3,268,1,1
4,268,1,1
5,268,1,1
6,268,1,1
7,268,3,2
8,268,3,3
9,268,1,1
10,268,1,1
11,268,3,2
12,268,1,1
13,268,0,1
14,268,3,2
15,268,2,2
16,268,1,2
17,268,1,1
18,268,1,1
19,268,1,1
20,268,1,1
21,268,1,1
22,268,1,1
23,268,1,2
24,268,1,1
0,269,2,0
1,269,1,1
2,269,1,1
3,269,2,3
4,269,1,1
5,269,1,1
6,269,1,1
7,269,1,3
8,269,1,1
9,269,1,1
10,269,1,1
11,269,1,3
12,269,1,1
13,269,0,1
14,269,1,1
15,269,2,2
16,269,1,2
17,269,1,1
18,269,1,1
19,269,1,1
20,269,1,1
21,269,1,1
22,269,1,1
23,269,1,2
24,269,1,1
0,270,3,2
1,270,2,3
2,270,2,1
3,270,1,1
4,270,1,1
5,270,1,1
6,270,1,1
7,270,3,2
8,270,3,3
9,270,1,1
10,270,1,1
11,270,3,2
12,270,1,1
13,270,0,1
14,270,3,2
15,270,2,2
16,270,1,2
17,270,1,1
18,270,1,1
19,270,1,1
20,270,1,1
21,270,1,1
22,270,1,1
23,270,1,2
24,270,1,1
0,271,3,2
1,271,2,0
2,271,1,1
3,271,1,1
4,271,1,1
5,271,1,1
6,271,1,1
7,271,3,2
8,271,1,1
9,271,1,1
10,271,1,1
11,271,3,2
12,271,1,1
13,271,0,1
14,271,3,2
15,271,2,2
16,271,1,2
17,271,1,1
18,271,1,1
19,271,1,1
20,271,1,1
21,271,1,1
22,271,1,1
23,271,1,2
24,271,1,1
0,272,3,2
1,272,1,1
2,272,1,1
3,272,1,1
4,272,1,1
5,272,1,1
6,272,1,1
7,272,1,1
8,272,1,1
9,272,1,1
10,272,1,1
11,272,1,1
12,272,1,1
13,272,1,1
14,272,3,0
15,272,2,1
16,272,1,1
17,272,1,1
18,272,2,3
19,272,1,1
20,272,1,1
21,272,1,1
22,272,1,1
23,272,1,1
24,272,1,1
0,273,3,2
1,273,1,1
2,273,1,1
3,273,1,1
4,273,1,1
5,273,1,1
6,273,1,1
7,273,1,1
8,273,1,1
9,273,1,1
10,273,1,1
11,273,1,1
12,273,1,1
13,273,1,1
14,273,3,0
15,273,2,1
16,273,1,1
17,273,1,1
18,273,2,3
19,273,1,1
20,273,1,1
21,273,1,1
22,273,1,1
23,273,1,1
24,273,1,1
0,274,3,2
1,274,1,1
2,274,1,1
3,274,1,1
4,274,1,1
5,274,1,1
6,274,1,1
7,274,3,3
8,274,1,1
9,274,1,1
10,274,1,1
11,274,1,1
12,274,1,2
13,274,0,2
14,274,1,1
15,274,2,2
16,274,1,2
17,274,1,1
18,274,1,1
19,274,1,1
20,274,1,1
21,274,1,1
22,274,1,1
23,274,3,3
24,274,1,1
0,275,2,0
1,275,1,1
2,275,1,1
3,275,2,3
4,275,1,1
5,275,1,1
6,275,1,1
7,275,1,3
8,275,1,1
9,275,1,1
10,275,1,1
11,275,1,3
12,275,1,1
13,275,0,1
14,275,1,1
15,275,2,2
16,275,1,2
17,275,1,1
18,275,1,1
19,275,1,1
20,275,1,1
21,275,1,1
22,275,1,1
23,275,1,2
24,275,1,1
0,276,3,2
1,276,1,1
2,276,1,1
3,276,1,1
4,276,1,1
5,276,1,1
6,276,1,1
7,276,1,1
8,276,1,1
9,276,1,1
10,276,1,1
11,276,1,1
12,276,1,1
13,276,1,1
14,276,1,1
15,276,2,1
16,276,1,1
17,276,2,2
18,276,2,2
19,276,1,1
20,276,1,1
21,276,1,1
22,276,1,1
23,276,1,1
24,276,1,1
0,277,2,0
1,277,1,1
2,277,1,1
3,277,2,3
4,277,1,1
5,277,1,1
6,277,1,1
7,277,1,3
8,277,1,1
9,277,1,1
10,277,1,1
11,277,1,3
12,277,1,1
13,277,0,1
14,277,1,1
15,277,2,2
16,277,1,2
17,277,1,1
18,277,1,1
19,277,1,1
20,277,1,1
21,277,1,1
22,277,1,1
23,277,1,2
24,277,1,1
0,278,3,2
1,278,2,3
2,278,2,1
3,278,1,1
4,278,1,1
5,278,1,1
6,278,1,1
7,278,3,2
8,278,3,3
9,278,1,1
10,278,1,1
11,278,3,2
12,278,1,1
13,278,0,1
14,278,3,2
15,278,2,2
16,278,1,2
17,278,1,1
18,278,1,1
19,278,1,1
20,278,1,1
21,278,1,1
22,278,1,1
23,278,1,2
24,278,1,1
0,279,3,2
1,279,2,0
2,279,1,1
3,279,1,1
4,279,1,1
5,279,1,1
6,279,1,1
7,279,3,2
8,279,1,1
9,279,1,1
10,279,1,1
11,279,3,2
12,279,1,1
13,279,0,1
14,279,3,2
15,279,2,2
16,279,1,2
17,279,1,1
18,279,1,1
19,279,1,1
20,279,1,1
21,279,1,1
22,279,1,1
23,279,1,2
24,279,1,1
0,280,1,0
1,280,1,1
2,280,1,1
3,280,1,1
4,280,1,1
5,280,1,1
6,280,1,1
7,280,1,3
8,280,1,1
9,280,1,1
10,280,1,1
11,280,1,3
12,280,1,1
13,280,0,1
14,280,1,1
15,280,2,2
16,280,1,2
17,280,1,1
18,280,1,1
19,280,1,1
20,280,1,1
21,280,1,1
22,280,1,1
23,280,1,2
24,280,1,1
0,281,2,0
1,281,1,1
2,281,1,1
3,281,2,3
4,281,1,1
5,281,1,1
6,281,1,1
7,281,1,3
8,281,1,1
9,281,1,1
10,281,1,1
11,281,1,3
12,281,1,1
13,281,0,1
14,281,1,1
15,281,2,2
16,281,1,2
17,281,1,1
18,281,1,1
19,281,1,1
20,281,1,1
21,281,1,1
22,281,1,1
23,281,1,2
24,281,1,1
0,282,2,0
1,282,1,1
2,282,1,1
3,282,2,3
4,282,1,1
5,282,1,1
6,282,1,1
7,282,1,3
8,282,1,1
9,282,1,1
10,282,1,1
11,282,1,3
12,282,1,1
13,282,0,1
14,282,1,1
15,282,2,2
16,282,1,2
17,282,1,1
18,282,1,1
19,282,1,1
20,282,1,1
21,282,1,1
22,282,1,1
23,282,1,2
24,282,1,1
0,283,2,0
1,283,1,1
2,283,1,1
3,283,2,3
4,283,1,1
5,283,1,1
6,283,1,1
7,283,1,3
8,283,1,1
9,283,1,1
10,283,1,1
11,283,1,3
12,283,1,1
13,283,0,1
14,283,1,1
15,283,2,2
16,283,1,2
17,283,1,1
18,283,1,1
19,283,1,1
20,283,1,1
21,283,1,1
22,283,1,1
23,283,1,2
24,283,1,1
0,284,3,2
1,284,1,1
2,284,1,1
3,284,1,1
4,284,1,1
5,284,1,1
6,284,1,1
7,284,1,1
8,284,1,1
9,284,1,1
10,284,1,1
11,284,1,1
12,284,1,1
13,284,1,1
14,284,3,0
15,284,2,1
16,284,1,1
17,284,1,1
18,284,2,3
19,284,1,1
20,284,1,1
21,284,1,1
22,284,1,1
23,284,1,1
24,284,1,1
0,285,2,0
1,285,1,1
2,285,1,1
3,285,2,3
4,285,1,1
5,285,1,1
6,285,1,1
7,285,1,3
8,285,1,1
9,285,1,1
10,285,1,1
11,285,1,3
12,285,1,1
13,285,0,1
14,285,1,1
15,285,2,2
16,285,1,2
17,285,1,1
18,285,1,1
19,285,1,1
20,285,1,1
21,285,1,1
22,285,1,1
23,285,1,2
24,285,1,1
0,286,3,2
1,286,1,1
2,286,1,1
3,286,1,1
4,286,1,1
5,286,1,1
6,286,1,1
7,286,1,1
8,286,1,1
9,286,1,1
10,286,1,1
11,286,1,1
12,286,1,1
13,286,1,1
14,286,1,1
15,286,2,1
16,286,1,1
17,286,2,2
18,286,2,2
19,286,1,1
20,286,1,1
21,286,1,1
22,286,1,1
23,286,1,1
24,286,1,1
0,287,2,0
1,287,1,1
2,287,1,1
3,287,2,3
4,287,1,1
5,287,1,1
6,287,1,1
7,287,1,3
8,287,1,1
9,287,1,1
10,287,1,1
11,287,1,3
12,287,1,1
13,287,0,1
14,287,1,1
15,287,2,2
16,287,1,2
17,287,1,1
18,287,1,1
19,287,1,1
20,287,1,1
21,287,1,1
22,287,1,1
23,287,1,2
24,287,1,1
0,288,3,2
1,288,2,0
2,288,1,1
3,288,1,1
4,288,1,1
5,288,1,1
6,288,1,1
7,288,3,2
8,288,1,1
9,288,1,1
10,288,1,1
11,288,3,2
12,288,1,1
13,288,0,1
14,288,3,2
15,288,2,2
16,288,1,2
17,288,1,1
18,288,1,1
19,288,1,1
20,288,1,1
21,288,1,1
22,288,1,1
23,288,1,2
24,288,1,1
0,289,1,0
1,289,1,1
2,289,1,1
3,289,1,1
4,289,1,1
5,289,1,1
6,289,1,1
7,289,1,3
8,289,1,1
9,289,1,1
10,289,1,1
11,289,1,3
12,289,1,1
13,289,0,1
14,289,1,1
15,289,2,2
16,289,1,2
17,289,1,1
18,289,1,1
19,289,1,1
20,289,1,1
21,289,1,1
22,289,1,1
23,289,1,2
24,289,1,1
0,290,2,0
1,290,1,1
2,290,1,1
3,290,2,3
4,290,1,1
5,290,1,1
6,290,1,1
7,290,1,3
8,290,1,1
9,290,1,1
10,290,1,1
11,290,1,3
12,290,1,1
13,290,0,1
14,290,1,1
15,290,2,2
16,290,1,2
17,290,1,1
18,290,1,1
19,290,1,1
20,290,1,1
21,290,1,1
22,290,1,1
23,290,1,2
24,290,1,1
0,291,3,2
1,291,1,1
2,291,1,1
3,291,1,1
4,291,1,1
5,291,1,1
6,291,1,1
7,291,3,3
8,291,1,1
9,291,1,1
10,291,1,1
11,291,1,1
12,291,1,2
13,291,0,2
14,291,1,1
15,291,2,2
16,291,1,2
17,291,1,1
18,291,1,1
19,291,1,1
20,291,1,1
21,291,1,1
22,291,1,1
23,291,3,3
24,291,1,1
0,292,1,0
1,292,1,1
2,292,1,1
3,292,1,1
4,292,1,1
5,292,1,1
6,292,1,1
7,292,1,3
8,292,1,1
9,292,1,1
10,292,1,1
11,292,1,3
12,292,1,1
13,292,0,1
14,292,1,1
15,292,2,2
16,292,1,2
17,292,1,1
18,292,1,1
19,292,1,1
20,292,1,1
21,292,1,1
22,292,1,1
23,292,1,2
24,292,1,1
0,293,3,2
1,293,2,0
2,293,1,1
3,293,1,1
4,293,1,1
5,293,1,1
6,293,1,1
7,293,3,2
8,293,1,1
9,293,1,1
10,293,1,1
11,293,3,2
12,293,1,1
13,293,0,1
14,293,3,2
15,293,2,2
16,293,1,2
17,293,1,1
18,293,1,1
19,293,1,1
20,293,1,1
21,293,1,1
22,293,1,1
23,293,1,2
24,293,1,1
0,294,2,0
1,294,1,1
2,294,1,1
3,294,2,3
4,294,1,1
5,294,1,1
6,294,1,1
7,294,1,3
8,294,1,1
9,294,1,1
10,294,1,1
11,294,1,3
12,294,1,1
13,294,0,1
14,294,1,1
15,294,2,2
16,294,1,2
17,294,1,1
18,294,1,1
19,294,1,1
20,294,1,1
21,294,1,1
22,294,1,1
23,294,1,2
24,294,1,1
0,295,3,2
1,295,2,3
2,295,2,1
3,295,1,1
4,295,1,1
5,295,1,1
6,295,1,1
7,295,3,2
8,295,3,3
9,295,1,1
10,295,1,1
11,295,3,2
12,295,1,1
13,295,0,1
14,295,3,2
15,295,2,2
16,295,1,2
17,295,1,1
18,295,1,1
19,295,1,1
20,295,1,1
21,295,1,1
22,295,1,1
23,295,1,2
24,295,1,1
0,296,2,0
1,296,1,1
2,296,1,1
3,296,2,3
4,296,1,1
5,296,1,1
6,296,1,1
7,296,1,3
8,296,1,1
9,296,1,1
10,296,1,1
11,296,1,3
12,296,1,1
13,296,0,1
14,296,1,1
15,296,2,2
16,296,1,2
17,296,1,1
18,296,1,1
19,296,1,1
20,296,1,1
21,296,1,1
22,296,1,1
23,296,1,2
24,296,1,1
0,297,3,2
1,297,1,1
2,297,1,1
3,297,1,1
4,297,1,1
5,297,1,1
6,297,1,1
7,297,1,1
8,297,1,1
9,297,1,1
10,297,1,1
11,297,1,1
12,297,1,1
13,297,1,1
14,297,1,1
15,297,1,1
16,297,1,1
17,297,1,1
18,297,1,1
19,297,1,1
20,297,1,1
21,297,1,1
22,297,1,1
23,297,1,1
24,297,1,1
0,298,3,2
1,298,1,1
2,298,1,1
3,298,1,1
4,298,1,1
5,298,1,1
6,298,1,1
7,298,1,1
8,298,1,1
9,298,1,1
10,298,1,1
11,298,1,1
12,298,1,1
13,298,1,1
14,298,1,1
15,298,1,1
16,298,1,1
17,298,1,1
18,298,1,1
19,298,1,1
20,298,1,1
21,298,1,1
22,298,1,1
23,298,1,1
24,298,1,1
0,299,3,2
1,299,2,0
2,299,1,1
3,299,1,1
4,299,1,1
5,299,1,1
6,299,1,1
7,299,3,2
8,299,1,1
9,299,1,1
10,299,1,1
11,299,3,2
12,299,1,1
13,299,0,1
14,299,3,2
15,299,2,2
16,299,1,2
17,299,1,1
18,299,1,1
19,299,1,1
20,299,1,1
21,299,1,1
22,299,1,1
23,299,1,2
24,299,1,1
0,300,3,2
1,300,1,1
2,300,1,1
3,300,1,1
4,300,1,1
5,300,1,1
6,300,1,1
7,300,1,1
8,300,1,1
9,300,1,1
10,300,1,1
11,300,1,1
12,300,1,1
13,300,1,1
14,300,1,1
15,300,2,1
16,300,1,1
17,300,2,2
18,300,2,2
19,300,1,1
20,300,1,1
21,300,1,1
22,300,1,1
23,300,1,1
24,300,1,1
0,301,3,2
1,301,1,1
2,301,1,1
3,301,1,1
4,301,1,1
5,301,1,1
6,301,1,1
7,301,1,1
8,301,1,1
9,301,1,1
10,301,1,1
11,301,1,1
12,301,1,1
13,301,1,1
14,301,3,0
15,301,2,1
16,301,1,1
17,301,1,1
18,301,2,3
19,301,1,1
20,301,1,1
21,301,1,1
22,301,1,1
23,301,1,1
24,301,1,1
0,302,2,0
1,302,1,1
2,302,1,1
3,302,2,3
4,302,1,1
5,302,1,1
6,302,1,1
7,302,1,3
8,302,1,1
9,302,1,1
10,302,1,1
11,302,1,3
12,302,1,1
13,302,0,1
14,302,1,1
15,302,2,2
16,302,1,2
17,302,1,1
18,302,1,1
19,302,1,1
20,302,1,1
21,302,1,1
22,302,1,1
23,302,1,2
24,302,1,1
0,303,3,2
1,303,2,3
2,303,2,1
3,303,1,1
4,303,1,1
5,303,1,1
6,303,1,1
7,303,3,2
8,303,3,3
9,303,1,1
10,303,1,1
11,303,3,2
12,303,1,1
13,303,0,1
14,303,3,2
15,303,2,2
16,303,1,2
17,303,1,1
18,303,1,1
19,303,1,1
20,303,1,1
21,303,1,1
22,303,1,1
23,303,1,2
24,303,1,1
0,304,3,2
1,304,1,1
2,304,1,1
3,304,1,1
4,304,1,1
5,304,1,1
6,304,1,1
7,304,1,1
8,304,1,1
9,304,1,1
10,304,1,1
11,304,1,1
12,304,1,1
13,304,1,1
14,304,1,1
15,304,1,1
16,304,1,1
17,304,1,1
18,304,1,1
19,304,1,1
20,304,1,1
21,304,1,1
22,304,1,1
23,304,1,1
24,304,1,1
0,305,3,2
1,305,1,1
2,305,1,1
3,305,1,1
4,305,1,1
5,305,1,1
6,305,1,1
7,305,1,1
8,305,1,1
9,305,1,1
10,305,1,1
11,305,1,1
12,305,1,1
13,305,1,1
14,305,3,0
15,305,2,1
16,305,1,1
17,305,1,1
18,305,2,3
19,305,1,1
20,305,1,1
21,305,1,1
22,305,1,1
23,305,1,1
24,305,1,1
0,306,1,0
1,306,1,1
2,306,1,1
3,306,1,1
4,306,1,1
5,306,1,1
6,306,1,1
7,306,1,3
8,306,1,1
9,306,1,1
10,306,1,1
11,306,1,3
12,306,1,1
13,306,0,1
14,306,1,1
15,306,2,2
16,306,1,2
17,306,1,1
18,306,1,1
19,306,1,1
20,306,1,1
21,306,1,1
22,306,1,1
23,306,1,2
24,306,1,1
0,307,3,2
1,307,1,1
2,307,1,1
3,307,1,1
4,307,1,1
5,307,1,1
6,307,1,1
7,307,3,3
8,307,1,1
9,307,1,1
10,307,1,1
11,307,1,1
12,307,1,2
13,307,0,2
14,307,1,1
15,307,2,2
16,307,1,2
17,307,1,1
18,307,1,1
19,307,1,1
20,307,1,1
21,307,1,1
22,307,1,1
23,307,3,3
24,307,1,1
0,308,3,2
1,308,1,1
2,308,1,1
3,308,1,1
4,308,1,1
5,308,1,1
6,308,1,1
7,308,1,1
8,308,1,1
9,308,1,1
10,308,1,1
11,308,1,1
12,308,1,1
13,308,1,1
14,308,1,1
15,308,1,1
16,308,1,1
17,308,1,1
18,308,1,1
19,308,1,1
20,308,1,1
21,308,1,1
22,308,1,1
23,308,1,1
24,308,1,1
0,309,2,0
1,309,1,1
2,309,1,1
3,309,2,3
4,309,1,1
5,309,1,1
6,309,1,1
7,309,1,3
8,309,1,1
9,309,1,1
10,309,1,1
11,309,1,3
12,309,1,1
13,309,0,1
14,309,1,1
15,309,2,2
16,309,1,2
17,309,1,1
18,309,1,1
19,309,1,1
20,309,1,1
21,309,1,1
22,309,1,1
23,309,1,2
24,309,1,1
0,310,1,0
1,310,1,1
2,310,1,1
3,310,1,1
4,310,1,1
5,310,1,1
6,310,1,1
7,310,1,3
8,310,1,1
9,310,1,1
10,310,1,1
11,310,1,3
12,310,1,1
13,310,0,1
14,310,1,1
15,310,2,2
16,310,1,2
17,310,1,1
18,310,1,1
19,310,1,1
20,310,1,1
21,310,1,1
22,310,1,1
23,310,1,2
24,310,1,1
0,311,3,2
1,311,1,1
2,311,1,1
3,311,1,1
4,311,1,1
5,311,1,1
6,311,1,1
7,311,3,3
8,311,1,1
9,311,1,1
10,311,1,1
11,311,1,1
12,311,1,2
13,311,0,2
14,311,1,1
15,311,2,2
16,311,1,2
17,311,1,1
18,311,1,1
19,311,1,1
20,311,1,1
21,311,1,1
22,311,1,1
23,311,3,3
24,311,1,1
0,312,3,2
1,312,1,1
2,312,1,1
3,312,1,1
4,312,1,1
5,312,1,1
6,312,1,1
7,312,1,1
8,312,1,1
9,312,1,1
10,312,1,1
11,312,1,1
12,312,1,1
13,312,1,1
14,312,3,0
15,312,2,1
16,312,1,1
17,312,1,1
18,312,2,3
19,312,1,1
20,312,1,1
21,312,1,1
22,312,1,1
23,312,1,1
24,312,1,1
0,313,3,2
1,313,1,1
2,313,1,1
3,313,1,1
4,313,1,1
5,313,1,1
6,313,1,1
7,313,3,3
8,313,1,1
9,313,1,1
10,313,1,1
11,313,1,1
12,313,1,2
13,313,0,2
14,313,1,1
15,313,2,2
16,313,1,2
17,313,1,1
18,313,1,1
19,313,1,1
20,313,1,1
21,313,1,1
22,313,1,1
23,313,3,3
24,313,1,1
0,314,3,2
1,314,1,1
2,314,1,1
3,314,1,1
4,314,1,1
5,314,1,1
6,314,1,1
7,314,1,1
8,314,1,1
9,314,1,1
10,314,1,1
11,314,1,1
12,314,1,1
13,314,1,1
14,314,3,0
15,314,2,1
16,314,1,1
17,314,1,1
18,314,2,3
19,314,1,1
20,314,1,1
21,314,1,1
22,314,1,1
23,314,1,1
24,314,1,1
0,315,1,0
1,315,1,1
